"pvalue"	"names"	"class"
"928"	1.16174121422527e-271	"cg10170504"	"27_4_4"
"929"	3.48906389276922e-269	"cg10170049"	"27_4_3"
"930"	3.57147500004438e-269	"cg10158280"	"27_4_11"
"931"	2.91343267842706e-268	"cg10207362"	"27_4_1"
"932"	2.20657489388819e-266	"cg10184289"	"27_4_7"
"933"	1.26883889364642e-247	"cg10196042"	"27_4_6"
"934"	3.38552569019677e-223	"cg10161111"	"27_4_9"
"935"	5.87811181584251e-190	"cg10207999"	"27_4_8"
"936"	0	"cg10283844"	"28_4_8"
"937"	0	"cg10239077"	"28_4_1"
"938"	5.36268461110331e-297	"cg10325088"	"28_4_7"
"939"	3.84516385050246e-296	"cg10261191"	"28_4_6"
"940"	5.62206855784708e-290	"cg10318368"	"28_4_3"
"941"	7.12737487807704e-289	"cg10290504"	"28_4_2"
"942"	2.49413772032767e-280	"cg10271186"	"28_4_4"
"943"	1.5259445305938e-214	"cg10307052"	"28_4_5"
"944"	0	"cg10369688"	"29_4_3"
"945"	2.1856466055738e-303	"cg10419849"	"29_4_2"
"946"	4.14497689813544e-283	"cg10404717"	"29_4_1"
"947"	0	"cg10473158"	"30_4_1"
"948"	5.92076075865433e-300	"cg10452531"	"30_4_2"
"949"	2.83146786168472e-284	"cg10482632"	"30_4_6"
"950"	1.15022844461648e-282	"cg10489124"	"30_4_4"
"951"	3.01458235185659e-268	"cg10441424"	"30_4_3"
"952"	6.94540531481927e-234	"cg10501360"	"30_4_5"
"953"	0	"cg10565187"	"1_5_4"
"954"	0	"cg10572670"	"1_5_2"
"955"	1.89612151938657e-299	"cg10563645"	"1_5_1"
"956"	1.56210152482357e-270	"cg10546065"	"1_5_5"
"957"	1.39446419499963e-264	"cg10526841"	"1_5_6"
"958"	3.83277533446284e-259	"cg10582860"	"1_5_3"
"959"	3.08948141229624e-255	"cg10536349"	"1_5_8"
"960"	5.46765649706296e-201	"cg10605511"	"1_5_7"
"961"	0	"cg10712561"	"2_5_4"
"962"	2.84449491249799e-302	"cg10667970"	"2_5_5"
"963"	5.50611075339013e-298	"cg10652915"	"2_5_3"
"964"	3.68185234335242e-292	"cg10628699"	"2_5_9"
"965"	2.43900194204486e-282	"cg10715161"	"2_5_8"
"966"	2.52512020999977e-278	"cg10702818"	"2_5_1"
"967"	4.95684243282199e-275	"cg10713002"	"2_5_7"
"968"	4.24078692672575e-274	"cg10624395"	"2_5_2"
"969"	1.50619176059656e-262	"cg10673740"	"2_5_6"
"970"	0	"cg10758369"	"3_5_6"
"971"	6.23924434772708e-292	"cg10809560"	"3_5_9"
"972"	5.34989335752447e-291	"cg10791317"	"3_5_14"
"973"	1.63626177067697e-289	"cg10772699"	"3_5_4"
"974"	5.06389709261921e-271	"cg10775551"	"3_5_17"
"975"	1.03131045001918e-268	"cg10822495"	"3_5_10"
"976"	4.53335765378785e-263	"cg10735475"	"3_5_11"
"977"	1.19558736749068e-262	"cg10797920"	"3_5_15"
"978"	3.5297778546979e-262	"cg10732871"	"3_5_12"
"979"	4.1365069990227e-262	"cg10808783"	"3_5_5"
"980"	5.93788191818388e-256	"cg10783371"	"3_5_3"
"981"	9.96120958007384e-255	"cg10757188"	"3_5_13"
"982"	7.4796661659773e-246	"cg10820926"	"3_5_2"
"983"	4.90203879191741e-237	"cg10763483"	"3_5_7"
"984"	1.09355532026216e-221	"cg10765992"	"3_5_1"
"985"	4.42013972221202e-202	"cg10801474"	"3_5_8"
"986"	7.96351796284907e-123	"cg10769157"	"3_5_16"
"987"	3.508129376065e-298	"cg10823707"	"4_5_2"
"988"	2.88745390274784e-292	"cg10843343"	"4_5_1"
"989"	0	"cg10985914"	"5_5_5"
"990"	0	"cg10993460"	"5_5_7"
"991"	2.85130369942482e-292	"cg11008003"	"5_5_3"
"992"	2.28422443583247e-290	"cg10996589"	"5_5_2"
"993"	2.42565331200381e-283	"cg10938374"	"5_5_4"
"994"	7.74153877779199e-270	"cg10935662"	"5_5_6"
"995"	2.26578497582489e-258	"cg11003780"	"5_5_1"
"996"	0	"cg11055795"	"6_5_2"
"997"	0	"cg11118198"	"6_5_1"
"998"	2.91422395919913e-296	"cg11039712"	"6_5_4"
"999"	5.157298207944e-290	"cg11096905"	"6_5_3"
"1000"	2.10503740218599e-307	"cg11136205"	"7_5_5"
"1001"	7.98901510085018e-285	"cg11225528"	"7_5_4"
"1002"	6.05223608278338e-282	"cg11171811"	"7_5_6"
"1003"	3.14543041105611e-281	"cg11205552"	"7_5_3"
"1004"	3.36495831191736e-278	"cg11162104"	"7_5_1"
"1005"	1.72128323837711e-265	"cg11183935"	"7_5_2"
"1006"	2.42497138149211e-265	"cg11155356"	"7_5_7"
"1007"	7.323690890338e-225	"cg11145776"	"7_5_8"
"1008"	0	"cg11286122"	"8_5_7"
"1009"	1.6862741626951e-305	"cg11280525"	"8_5_3"
"1010"	1.4324447245239e-294	"cg11278727"	"8_5_2"
"1011"	2.27289166637977e-285	"cg11270917"	"8_5_1"
"1012"	6.20164350283975e-282	"cg11320084"	"8_5_6"
"1013"	9.68363099384621e-275	"cg11306361"	"8_5_5"
"1014"	9.69778524418012e-253	"cg11277126"	"8_5_4"
"1015"	7.1867110429724e-307	"cg11362183"	"9_5_3"
"1016"	1.59875177139976e-293	"cg11423556"	"9_5_1"
"1017"	3.32314991924868e-293	"cg11420771"	"9_5_8"
"1018"	1.41604022959964e-289	"cg11362010"	"9_5_6"
"1019"	4.43081255523744e-282	"cg11399508"	"9_5_7"
"1020"	4.35191969011792e-273	"cg11347411"	"9_5_10"
"1021"	8.45650230058412e-266	"cg11422964"	"9_5_5"
"1022"	1.99088820051227e-258	"cg11363527"	"9_5_2"
"1023"	1.17534295456721e-191	"cg11352146"	"9_5_9"
"1024"	1.12383086613399e-190	"cg11387340"	"9_5_4"
"1025"	4.62513096729134e-305	"cg11432488"	"10_5_11"
"1026"	6.80644190474816e-298	"cg11526198"	"10_5_6"
"1027"	9.51995385662221e-292	"cg11489090"	"10_5_5"
"1028"	2.16166328268854e-283	"cg11468363"	"10_5_4"
"1029"	5.35275469826965e-279	"cg11484283"	"10_5_3"
"1030"	2.33872081188311e-271	"cg11496630"	"10_5_10"
"1031"	1.34632519256186e-266	"cg11462165"	"10_5_1"
"1032"	2.04052615063225e-253	"cg11441617"	"10_5_8"
"1033"	7.99850712996388e-245	"cg11471772"	"10_5_9"
"1034"	1.12688873686665e-229	"cg11486133"	"10_5_7"
"1035"	3.9166176292867e-135	"cg11515702"	"10_5_2"
"1036"	0	"cg11625107"	"11_5_1"
"1037"	9.00330269298e-304	"cg11591485"	"11_5_4"
"1038"	4.38995446902187e-293	"cg11566561"	"11_5_6"
"1039"	5.99372778541834e-292	"cg11571304"	"11_5_2"
"1040"	1.54897699600412e-290	"cg11576424"	"11_5_5"
"1041"	1.76648846766331e-242	"cg11563656"	"11_5_3"
"1042"	0	"cg11681462"	"12_5_4"
"1043"	6.75586346845601e-284	"cg11687085"	"12_5_9"
"1044"	2.50899331379557e-282	"cg11702456"	"12_5_7"
"1045"	8.82012776980398e-280	"cg11646240"	"12_5_11"
"1046"	6.97722166885894e-271	"cg11663600"	"12_5_2"
"1047"	5.56022804640427e-265	"cg11668133"	"12_5_8"
"1048"	5.79502565630371e-265	"cg11650460"	"12_5_6"
"1049"	5.46589481812188e-258	"cg11712990"	"12_5_3"
"1050"	2.24896282528133e-250	"cg11718677"	"12_5_1"
"1051"	7.22300466638162e-244	"cg11691287"	"12_5_10"
"1052"	6.85205599874267e-208	"cg11737230"	"12_5_5"
"1053"	7.39565754158e-308	"cg11797226"	"13_5_14"
"1054"	6.27894533499305e-278	"cg11811510"	"13_5_12"
"1055"	2.09677673278669e-277	"cg11827097"	"13_5_16"
"1056"	2.62280736754007e-277	"cg11740103"	"13_5_13"
"1057"	6.28209701203061e-272	"cg11751545"	"13_5_9"
"1058"	3.54748007889606e-271	"cg11757293"	"13_5_8"
"1059"	1.38861922837119e-269	"cg11782250"	"13_5_1"
"1060"	5.08953330925106e-263	"cg11800117"	"13_5_6"
"1061"	2.38987434230302e-250	"cg11770323"	"13_5_10"
"1062"	1.00647356575131e-249	"cg11784243"	"13_5_11"
"1063"	2.71152683867133e-245	"cg11740921"	"13_5_3"
"1064"	2.12191584742862e-244	"cg11793449"	"13_5_5"
"1065"	3.46245653114538e-232	"cg11811513"	"13_5_7"
"1066"	5.67996272656998e-229	"cg11779808"	"13_5_2"
"1067"	1.59203850216975e-158	"cg11751434"	"13_5_15"
"1068"	1.38976444289652e-131	"cg11774314"	"13_5_4"
"1069"	0	"cg11884704"	"14_5_5"
"1070"	7.7204922786887e-294	"cg11895696"	"14_5_10"
"1071"	1.08191543246514e-285	"cg11902362"	"14_5_6"
"1072"	6.7701937092787e-284	"cg11831286"	"14_5_8"
"1073"	9.18869430729533e-250	"cg11896633"	"14_5_1"
"1074"	1.14592322727481e-242	"cg11905007"	"14_5_7"
"1075"	1.17259293834545e-239	"cg11911305"	"14_5_3"
"1076"	1.58592383869937e-214	"cg11838152"	"14_5_2"
"1077"	2.07055654702642e-212	"cg11915218"	"14_5_9"
"1078"	1.15187383715135e-202	"cg11900210"	"14_5_12"
"1079"	2.80722430968123e-201	"cg11887884"	"14_5_11"
"1080"	2.20804279769355e-170	"cg11864993"	"14_5_4"
"1081"	3.57732411788538e-169	"cg11925066"	"14_5_13"
"1082"	0	"cg12007362"	"15_5_1"
"1083"	8.77726534452764e-291	"cg11939399"	"15_5_3"
"1084"	1.48361853048606e-279	"cg12010396"	"15_5_4"
"1085"	4.02229184605393e-268	"cg11980004"	"15_5_2"
"1086"	2.6711271478769e-264	"cg11997708"	"15_5_5"
"1087"	2.63010052605691e-301	"cg12109968"	"16_5_5"
"1088"	2.13562427535234e-292	"cg12033615"	"16_5_1"
"1089"	3.45078667663821e-283	"cg12063847"	"16_5_3"
"1090"	8.12855170018087e-275	"cg12033297"	"16_5_2"
"1091"	1.00562036142532e-274	"cg12070351"	"16_5_6"
"1092"	5.09058142475383e-265	"cg12068816"	"16_5_4"
"1093"	0	"cg12130672"	"17_5_8"
"1094"	9.55672980025197e-298	"cg12136256"	"17_5_3"
"1095"	3.04510861930099e-277	"cg12161625"	"17_5_2"
"1096"	8.55279676500925e-265	"cg12122877"	"17_5_6"
"1097"	2.85998973937658e-263	"cg12120359"	"17_5_5"
"1098"	2.13696170882837e-258	"cg12215478"	"17_5_4"
"1099"	2.18445732159961e-220	"cg12190613"	"17_5_1"
"1100"	2.53122588365766e-212	"cg12148979"	"17_5_7"
"1101"	0	"cg12293634"	"18_5_8"
"1102"	1.66593961191099e-296	"cg12280317"	"18_5_11"
"1103"	6.98201242832979e-293	"cg12232308"	"18_5_1"
"1104"	2.3254375610677e-292	"cg12306333"	"18_5_15"
"1105"	4.68015189540712e-291	"cg12325536"	"18_5_7"
"1106"	1.13495347723145e-279	"cg12302875"	"18_5_14"
"1107"	1.22119282188899e-268	"cg12307823"	"18_5_6"
"1108"	2.66404647899772e-256	"cg12221087"	"18_5_2"
"1109"	9.95842424821652e-255	"cg12284789"	"18_5_13"
"1110"	3.71588302147325e-250	"cg12283302"	"18_5_10"
"1111"	6.2191502660717e-248	"cg12317470"	"18_5_4"
"1112"	3.97264035441658e-243	"cg12219496"	"18_5_5"
"1113"	3.47704788294891e-225	"cg12236857"	"18_5_9"
"1114"	4.64570328354841e-203	"cg12223582"	"18_5_3"
"1115"	3.77520668531012e-166	"cg12298321"	"18_5_12"
"1116"	1.26186967678493e-302	"cg12334079"	"19_5_2"
"1117"	5.33482321240327e-297	"cg12400781"	"19_5_1"
"1118"	3.31447107896516e-295	"cg12389770"	"19_5_5"
"1119"	5.93235485465183e-292	"cg12406363"	"19_5_3"
"1120"	3.50141635749023e-278	"cg12380441"	"19_5_4"
"1121"	2.14276320558845e-295	"cg12457415"	"20_5_7"
"1122"	1.17690168755387e-275	"cg12476968"	"20_5_3"
"1123"	6.13899297335882e-265	"cg12522311"	"20_5_2"
"1124"	2.72727428351162e-263	"cg12537286"	"20_5_1"
"1125"	3.49781743126869e-258	"cg12510614"	"20_5_5"
"1126"	2.83973938555901e-250	"cg12491643"	"20_5_6"
"1127"	1.02780114645179e-183	"cg12539711"	"20_5_4"
"1128"	0	"cg12610832"	"21_5_6"
"1129"	4.15494152682619e-299	"cg12616114"	"21_5_5"
"1130"	1.23985565805308e-290	"cg12630576"	"21_5_2"
"1131"	1.24546790091517e-253	"cg12605662"	"21_5_4"
"1132"	1.34478239178314e-252	"cg12614789"	"21_5_3"
"1133"	1.06702244470282e-236	"cg12547839"	"21_5_1"
"1134"	0	"cg12706396"	"22_5_3"
"1135"	5.61139928896439e-307	"cg12658495"	"22_5_4"
"1136"	2.25801710040779e-301	"cg12693595"	"22_5_6"
"1137"	8.64695891156844e-289	"cg12663811"	"22_5_5"
"1138"	6.91445062192978e-271	"cg12731349"	"22_5_1"
"1139"	3.48652807330228e-228	"cg12735254"	"22_5_2"
"1140"	1.32582586490929e-294	"cg12813724"	"23_5_2"
"1141"	1.60369408944947e-293	"cg12754722"	"23_5_1"
"1142"	0	"cg12894883"	"24_5_7"
"1143"	0	"cg12961069"	"24_5_4"
"1144"	0	"cg12967384"	"24_5_11"
"1145"	1.09437869990682e-286	"cg12940991"	"24_5_12"
"1146"	6.89832573457931e-275	"cg12896170"	"24_5_8"
"1147"	5.15280061603542e-267	"cg12905673"	"24_5_10"
"1148"	1.68800245624661e-266	"cg12895304"	"24_5_6"
"1149"	2.13896894682388e-263	"cg12942414"	"24_5_5"
"1150"	2.04387203645351e-254	"cg12930714"	"24_5_3"
"1151"	2.73011371828767e-238	"cg12916580"	"24_5_2"
"1152"	7.63949442976875e-198	"cg12876855"	"24_5_1"
"1153"	8.39907652975791e-126	"cg12941374"	"24_5_9"
"1154"	8.61116786071729e-304	"cg13050884"	"25_5_1"
"1155"	6.93217955603247e-291	"cg13024807"	"25_5_3"
"1156"	8.21384960187799e-280	"cg13048903"	"25_5_2"
"1157"	5.07087903934354e-293	"cg13098071"	"26_5_5"
"1158"	9.75629389855506e-291	"cg13173536"	"26_5_7"
"1159"	1.07639991739856e-286	"cg13153865"	"26_5_6"
"1160"	8.80443284607589e-286	"cg13102133"	"26_5_2"
"1161"	7.18300984580132e-285	"cg13092108"	"26_5_8"
"1162"	2.059558181266e-270	"cg13098855"	"26_5_1"
"1163"	4.08935834410318e-191	"cg13190306"	"26_5_4"
"1164"	1.66587446097372e-171	"cg13080282"	"26_5_3"
"1165"	0	"cg13244241"	"27_5_3"
"1166"	0	"cg13209335"	"27_5_1"
"1167"	1.03354909377699e-261	"cg13242160"	"27_5_2"
"1168"	1.94891029487489e-261	"cg13204568"	"27_5_4"
"1169"	6.15376215235158e-258	"cg13192013"	"27_5_5"
"1170"	7.52733141113284e-306	"cg13367234"	"28_5_3"
"1171"	2.06228870571865e-287	"cg13337949"	"28_5_1"
"1172"	2.65983075810682e-285	"cg13387826"	"28_5_7"
"1173"	3.03116260936955e-285	"cg13306335"	"28_5_5"
"1174"	1.2089136677289e-266	"cg13318572"	"28_5_6"
"1175"	2.46401522210298e-263	"cg13329242"	"28_5_4"
"1176"	1.34562334942601e-255	"cg13353733"	"28_5_2"
"1177"	9.04114475707253e-296	"cg13406593"	"29_5_4"
"1178"	9.20302278162626e-280	"cg13454846"	"29_5_1"
"1179"	1.1909483637917e-278	"cg13408795"	"29_5_5"
"1180"	2.40776699886164e-276	"cg13429194"	"29_5_2"
"1181"	4.94645703679867e-270	"cg13448775"	"29_5_7"
"1182"	1.0758722071335e-269	"cg13407335"	"29_5_6"
"1183"	3.4950359149889e-261	"cg13413792"	"29_5_3"
"1184"	0	"cg13476800"	"30_5_10"
"1185"	3.4595185648671e-293	"cg13533616"	"30_5_4"
"1186"	6.97414550728982e-293	"cg13525639"	"30_5_7"
"1187"	3.62057064665115e-285	"cg13521678"	"30_5_8"
"1188"	2.14792773906784e-278	"cg13526264"	"30_5_1"
"1189"	1.22007828526321e-264	"cg13513411"	"30_5_12"
"1190"	1.43852039583085e-243	"cg13521048"	"30_5_3"
"1191"	3.87991739739015e-238	"cg13531460"	"30_5_5"
"1192"	4.85978046387725e-217	"cg13540147"	"30_5_6"
"1193"	3.53358376271373e-211	"cg13494087"	"30_5_11"
"1194"	2.56153244764174e-204	"cg13473086"	"30_5_2"
"1195"	7.49304266765193e-200	"cg13471352"	"30_5_9"
"1196"	0	"cg13595739"	"1_6_7"
"1197"	4.48599825731904e-292	"cg13575139"	"1_6_6"
"1198"	4.94871821653865e-283	"cg13593323"	"1_6_3"
"1199"	7.53821932149357e-276	"cg13564459"	"1_6_8"
"1200"	9.35621534879892e-276	"cg13582950"	"1_6_5"
"1201"	4.35599573812292e-270	"cg13547767"	"1_6_4"
"1202"	2.12918523281676e-251	"cg13617671"	"1_6_1"
"1203"	2.92385035362995e-250	"cg13598109"	"1_6_2"
"1204"	0	"cg13660477"	"2_6_12"
"1205"	4.8238937123252e-307	"cg13651876"	"2_6_5"
"1206"	1.93481277644759e-274	"cg13660126"	"2_6_2"
"1207"	6.50202926424813e-264	"cg13636887"	"2_6_6"
"1208"	4.39521275217597e-258	"cg13629358"	"2_6_9"
"1209"	1.46096709269385e-253	"cg13664079"	"2_6_3"
"1210"	2.3293485812576e-253	"cg13642260"	"2_6_1"
"1211"	7.67285905316828e-241	"cg13650504"	"2_6_10"
"1212"	7.29490054816174e-237	"cg13697715"	"2_6_8"
"1213"	3.48029078716223e-235	"cg13672871"	"2_6_4"
"1214"	1.30440866595442e-231	"cg13625026"	"2_6_7"
"1215"	4.11579482850807e-197	"cg13652120"	"2_6_11"
"1216"	0	"cg13703737"	"3_6_9"
"1217"	1.56600427113809e-296	"cg13785123"	"3_6_7"
"1218"	1.78090128676848e-291	"cg13726843"	"3_6_5"
"1219"	3.51395630651244e-290	"cg13772849"	"3_6_3"
"1220"	1.55224693744714e-288	"cg13752974"	"3_6_1"
"1221"	1.09301117393547e-283	"cg13719746"	"3_6_6"
"1222"	5.77804801414504e-273	"cg13726563"	"3_6_8"
"1223"	1.02897859252435e-254	"cg13754665"	"3_6_4"
"1224"	1.38036382295224e-214	"cg13786801"	"3_6_2"
"1225"	1.73168958330637e-296	"cg13808147"	"4_6_2"
"1226"	1.09728869924809e-291	"cg13851375"	"4_6_5"
"1227"	5.60218737118657e-284	"cg13804182"	"4_6_3"
"1228"	4.76551838252512e-264	"cg13841603"	"4_6_1"
"1229"	1.07248742513625e-240	"cg13799919"	"4_6_4"
"1230"	6.54885873455795e-302	"cg13948934"	"5_6_1"
"1231"	6.5604516968797e-298	"cg13906069"	"5_6_11"
"1232"	8.96405369646145e-289	"cg13912930"	"5_6_5"
"1233"	2.47013436546223e-274	"cg13896328"	"5_6_2"
"1234"	5.26398035712689e-268	"cg13885965"	"5_6_9"
"1235"	2.63331298943209e-264	"cg13874070"	"5_6_6"
"1236"	4.49918600199868e-254	"cg13939156"	"5_6_10"
"1237"	4.53446470782793e-249	"cg13892570"	"5_6_4"
"1238"	1.91551299348473e-230	"cg13945265"	"5_6_3"
"1239"	2.01193510857444e-217	"cg13891702"	"5_6_8"
"1240"	2.44919671996438e-203	"cg13920336"	"5_6_7"
"1241"	4.80299872425916e-305	"cg14020595"	"6_6_4"
"1242"	7.48340166948128e-298	"cg13982098"	"6_6_5"
"1243"	7.75797911345812e-287	"cg14013337"	"6_6_2"
"1244"	1.38232176905381e-269	"cg13982529"	"6_6_3"
"1245"	1.85347180727797e-263	"cg14022550"	"6_6_1"
"1246"	0	"cg14100888"	"7_6_4"
"1247"	2.58499906978078e-300	"cg14062238"	"7_6_3"
"1248"	3.98576279204877e-293	"cg14073571"	"7_6_1"
"1249"	1.51128514785113e-265	"cg14085715"	"7_6_2"
"1250"	0	"cg14168316"	"8_6_5"
"1251"	0	"cg14155501"	"8_6_5"
"1252"	8.20712721599535e-298	"cg14171430"	"8_6_6"
"1253"	3.05056438858964e-279	"cg14156441"	"8_6_1"
"1254"	3.23408505977659e-263	"cg14128315"	"8_6_3"
"1255"	2.06834437460991e-262	"cg14147151"	"8_6_2"
"1256"	6.56259219255462e-252	"cg14143304"	"8_6_4"
"1257"	0	"cg14245791"	"9_6_5"
"1258"	0	"cg14221831"	"9_6_6"
"1259"	3.92909708053474e-287	"cg14205001"	"9_6_3"
"1260"	1.0025576572877e-275	"cg14199833"	"9_6_1"
"1261"	5.63707766456982e-258	"cg14224444"	"9_6_4"
"1262"	1.94672216938855e-240	"cg14203218"	"9_6_7"
"1263"	3.38353964492479e-219	"cg14214865"	"9_6_2"
"1264"	1.76711105285595e-300	"cg14313748"	"10_6_8"
"1265"	3.41887014619348e-295	"cg14312063"	"10_6_4"
"1266"	1.38364460589342e-279	"cg14329989"	"10_6_5"
"1267"	9.03439362741339e-277	"cg14308466"	"10_6_1"
"1268"	1.25733357309198e-273	"cg14328477"	"10_6_2"
"1269"	9.63329162233745e-268	"cg14299572"	"10_6_7"
"1270"	2.17298437780063e-267	"cg14265075"	"10_6_9"
"1271"	1.52703117812242e-257	"cg14293300"	"10_6_3"
"1272"	6.43662136258564e-251	"cg14297867"	"10_6_6"
"1273"	1.7815201722934e-303	"cg14400030"	"11_6_2"
"1274"	2.20021187616364e-292	"cg14407667"	"11_6_8"
"1275"	3.74436226976525e-292	"cg14411282"	"11_6_7"
"1276"	1.52293542454526e-287	"cg14418633"	"11_6_6"
"1277"	2.34750602764685e-276	"cg14415914"	"11_6_3"
"1278"	1.34263716448304e-272	"cg14394837"	"11_6_4"
"1279"	1.75253869624911e-260	"cg14420108"	"11_6_1"
"1280"	1.00324753656171e-227	"cg14412490"	"11_6_5"
"1281"	0	"cg14494733"	"12_6_5"
"1282"	0	"cg14486106"	"12_6_2"
"1283"	1.5711554133535e-305	"cg14467654"	"12_6_8"
"1284"	2.12122179564871e-298	"cg14483142"	"12_6_3"
"1285"	2.34990422542161e-280	"cg14485633"	"12_6_7"
"1286"	1.19865091894579e-259	"cg14471064"	"12_6_4"
"1287"	4.09599015139219e-251	"cg14498227"	"12_6_1"
"1288"	3.31918878498104e-239	"cg14481454"	"12_6_6"
"1289"	0	"cg14539393"	"13_6_6"
"1290"	0	"cg14554539"	"13_6_7"
"1291"	8.41758118677654e-296	"cg14543508"	"13_6_5"
"1292"	1.4321238395223e-292	"cg14524724"	"13_6_10"
"1293"	1.38797162724907e-269	"cg14590098"	"13_6_8"
"1294"	5.60990122944197e-268	"cg14525247"	"13_6_3"
"1295"	6.92245738828831e-261	"cg14518346"	"13_6_9"
"1296"	6.79073007977525e-240	"cg14585054"	"13_6_2"
"1297"	1.82833666834639e-236	"cg14519950"	"13_6_1"
"1298"	8.28405584228598e-206	"cg14526375"	"13_6_4"
"1299"	0	"cg14630692"	"14_6_5"
"1300"	3.58780933710641e-289	"cg14636534"	"14_6_4"
"1301"	2.817638454479e-281	"cg14652638"	"14_6_2"
"1302"	2.88958598473411e-281	"cg14616584"	"14_6_1"
"1303"	5.52543350710754e-193	"cg14592099"	"14_6_3"
"1304"	0	"cg14709826"	"15_6_3"
"1305"	0	"cg14708360"	"15_6_3"
"1306"	8.60875673968827e-308	"cg14719959"	"15_6_8"
"1307"	1.59859613042401e-299	"cg14762436"	"15_6_1"
"1308"	1.29775050330476e-277	"cg14747166"	"15_6_7"
"1309"	1.21463935193613e-258	"cg14745622"	"15_6_2"
"1310"	4.7367228106105e-248	"cg14710529"	"15_6_5"
"1311"	5.55738905527144e-240	"cg14733867"	"15_6_4"
"1312"	8.11185732109049e-189	"cg14732969"	"15_6_6"
"1313"	5.17907982602273e-292	"cg14814167"	"16_6_2"
"1314"	5.28924729816284e-287	"cg14795231"	"16_6_6"
"1315"	2.56770623318447e-286	"cg14839935"	"16_6_3"
"1316"	3.71153940151137e-281	"cg14790396"	"16_6_1"
"1317"	3.42725608659079e-255	"cg14824670"	"16_6_4"
"1318"	1.31514014564777e-224	"cg14833621"	"16_6_5"
"1319"	0	"cg14947547"	"17_6_2"
"1320"	3.99193218542085e-302	"cg14950344"	"17_6_3"
"1321"	8.75175711452297e-290	"cg14930320"	"17_6_1"
"1322"	4.16890908487221e-246	"cg14942906"	"17_6_4"
"1323"	9.98628914913798e-298	"cg15031579"	"18_6_5"
"1324"	3.27644316355177e-295	"cg15029032"	"18_6_1"
"1325"	1.41699624241401e-293	"cg15076368"	"18_6_2"
"1326"	3.94513175464568e-292	"cg15035705"	"18_6_7"
"1327"	7.19662853720943e-289	"cg15032239"	"18_6_6"
"1328"	7.47982242224149e-254	"cg15063322"	"18_6_3"
"1329"	1.60888817505112e-238	"cg15000222"	"18_6_9"
"1330"	8.28235333276745e-226	"cg15057061"	"18_6_8"
"1331"	1.44025972735947e-193	"cg15076824"	"18_6_4"
"1332"	0	"cg15084433"	"19_6_3"
"1333"	0	"cg15080870"	"19_6_3"
"1334"	0	"cg15171154"	"19_6_1"
"1335"	1.11558106049445e-247	"cg15149938"	"19_6_2"
"1336"	3.46380534916397e-305	"cg15204740"	"20_6_6"
"1337"	1.73765654899413e-292	"cg15199181"	"20_6_5"
"1338"	1.95029407972698e-290	"cg15259233"	"20_6_4"
"1339"	2.61311745733589e-290	"cg15239904"	"20_6_9"
"1340"	2.3291249918153e-278	"cg15179805"	"20_6_3"
"1341"	1.52489009378801e-273	"cg15264020"	"20_6_8"
"1342"	1.1348899418146e-252	"cg15236528"	"20_6_7"
"1343"	3.57080311422366e-233	"cg15199326"	"20_6_1"
"1344"	2.12209843540112e-220	"cg15247144"	"20_6_2"
"1345"	1.55667502324711e-304	"cg15380836"	"21_6_4"
"1346"	3.38321199463852e-299	"cg15370732"	"21_6_9"
"1347"	7.3489222993833e-298	"cg15390816"	"21_6_6"
"1348"	6.58260073723701e-285	"cg15393022"	"21_6_10"
"1349"	4.45204041970011e-281	"cg15323626"	"21_6_5"
"1350"	3.98906776836264e-280	"cg15320948"	"21_6_8"
"1351"	2.8083462759616e-273	"cg15380511"	"21_6_3"
"1352"	3.81619948270408e-270	"cg15348974"	"21_6_2"
"1353"	3.4824745030207e-269	"cg15369751"	"21_6_11"
"1354"	7.43653865107562e-241	"cg15407440"	"21_6_1"
"1355"	6.0166790378006e-218	"cg15321211"	"21_6_12"
"1356"	6.87366024454727e-184	"cg15405572"	"21_6_7"
"1357"	2.77051104307267e-287	"cg15480475"	"22_6_7"
"1358"	5.29847860306137e-283	"cg15491461"	"22_6_8"
"1359"	3.3115086284195e-280	"cg15496388"	"22_6_6"
"1360"	2.22220921974285e-269	"cg15489799"	"22_6_5"
"1361"	1.69617968796228e-261	"cg15491385"	"22_6_2"
"1362"	1.77890954203233e-260	"cg15488143"	"22_6_3"
"1363"	4.92429891461326e-260	"cg15408889"	"22_6_4"
"1364"	1.58601293948753e-232	"cg15430661"	"22_6_1"
"1365"	1.00704208765876e-301	"cg15611809"	"23_6_2"
"1366"	5.7484251650154e-298	"cg15592816"	"23_6_1"
"1367"	0	"cg15709065"	"24_6_4"
"1368"	7.50895922695906e-295	"cg15673491"	"24_6_1"
"1369"	2.3353521344053e-285	"cg15617019"	"24_6_3"
"1370"	6.48966190554551e-285	"cg15680902"	"24_6_5"
"1371"	3.91219207362758e-273	"cg15693066"	"24_6_2"
"1372"	0	"cg15784615"	"25_6_7"
"1373"	4.21085172787608e-303	"cg15777760"	"25_6_8"
"1374"	7.12796286904609e-289	"cg15754752"	"25_6_1"
"1375"	1.22127189970598e-273	"cg15735620"	"25_6_3"
"1376"	5.77499045197975e-273	"cg15735240"	"25_6_2"
"1377"	8.2007300586273e-271	"cg15733367"	"25_6_6"
"1378"	2.90275144657817e-255	"cg15788059"	"25_6_4"
"1379"	5.20044284126037e-251	"cg15787146"	"25_6_5"
"1380"	3.15116305667116e-306	"cg15854365"	"26_6_3"
